,Rank,Team,Index,Wins,Losses,Ties,Points
0,1,Carolina Ascent FC,99.99999999999999,8,0,1,25
8,2,Sporting Jax,91.06249008618661,6,2,1,19
1,3,Lexington SC,68.27954613561239,5,3,2,17
6,4,Spokane Zephyr FC,57.65241479866371,3,2,2,11
7,5,Dallas Trinity FC,38.22764790028299,2,5,4,10
4,6,DC Power FC,31.156037470760747,4,4,2,14
2,7,Tampa Bay Sun FC,23.66606176408711,4,6,0,12
3,8,Brooklyn FC,20.46602773642456,2,6,1,7
5,9,Fort Lauderdale United FC,11.488548917537372,1,7,1,4
