,Rank,Team,Index,Wins,Losses,Points
0,1,Atlas,100.0,4,2,12
6,2,Cannons,81.65966082060926,3,3,9
2,3,Outlaws,71.1109562458899,4,2,12
7,4,Waterdogs,64.65010109515818,4,2,12
5,5,Whipsnakes,57.04764624754087,2,4,6
1,6,Chaos,53.27723408671111,3,3,9
4,7,Archers,52.49172628838637,2,4,6
3,8,Redwoods,35.35460776201771,2,4,6
