,Rank,Team,Index,Wins,Losses,Points
2,1,Michigan,100.0,31,8,93
50,2,North Dakota,79.41340585968598,29,10,87
54,3,Denver,78.44652668118071,29,11,87
36,4,Western Mich.,76.68805048239165,27,11,81
37,5,Michigan St.,71.64080503612242,26,9,78
5,6,Quinnipiac,60.36696576073997,27,10,81
13,7,Wisconsin,59.52493230039543,24,13,72
21,8,Minn. Duluth,57.353315274463576,24,15,72
41,9,Providence,57.00195259382834,23,11,69
61,10,Dartmouth,53.92531981237979,23,8,69
15,11,Penn St.,49.466344622445,21,14,63
58,12,Cornell,48.52732901217378,22,11,66
34,13,Massachusetts,45.59775172210531,22,13,66
17,14,UConn,42.52000028705111,20,13,60
31,15,St. Thomas (MN),42.39132451982098,21,12,63
42,16,Maine,42.0588365617947,18,14,54
51,17,Augustana (SD),41.4148569414835,22,11,66
52,18,Bentley,40.60168635945215,23,12,69
4,19,Boston College,40.35069984431423,20,15,60
49,20,Minnesota St.,39.61095078923111,22,11,66
24,21,Union (NY),37.53557529438113,22,12,66
9,22,Merrimack,37.27966178078927,21,16,63
6,23,Miami (OH),36.876798737565494,18,16,54
11,24,Michigan Tech,36.81554086217154,23,13,69
57,25,Princeton,36.187565074388246,18,13,54
46,26,Sacred Heart,35.57524517094481,23,14,69
39,27,Bowling Green,33.63310184415955,18,11,54
16,28,Colorado Col.,31.726031773046582,13,17,39
28,29,Boston U.,31.725205331328933,17,17,51
30,30,St. Cloud St.,30.867911439324388,16,19,48
32,31,Northeastern,29.379278331886745,17,18,51
1,32,Clarkson,28.721061522685496,18,17,54
53,33,Air Force,27.922666375434535,18,15,54
64,34,TBA,27.509979480177705,1,0,3
59,35,Harvard,27.220446838381836,16,16,48
33,36,Holy Cross,26.775469419219977,18,18,54
40,37,Ohio St.,26.588142610003082,14,21,42
14,38,Arizona St.,26.266567414411217,14,21,42
38,39,New Hampshire,24.017000863699078,14,20,42
10,40,Minnesota,22.918784734489314,11,22,33
45,41,RIT,22.009510701737614,17,17,51
12,42,Lindenwood,21.235756645549586,15,15,45
20,43,Alas. Fairbanks,21.18207872703467,14,15,42
48,44,Omaha,20.785321926261894,12,24,36
0,45,Canisius,20.70472794154522,17,16,51
19,46,Bemidji St.,19.803270968988294,13,19,39
25,47,Army West Point,19.74986632666588,12,17,36
44,48,Colgate,18.852115370691248,13,20,39
55,49,Notre Dame,18.61970587455482,9,23,27
47,50,Vermont,18.462911736916816,13,21,39
8,51,UMass Lowell,17.79551342790394,13,22,39
56,52,Robert Morris,17.706597350428574,16,21,48
29,53,LIU,15.3846492979236,14,18,42
26,54,Niagara,12.43637626947738,13,23,39
43,55,Rensselaer,12.363660295237016,11,23,33
63,56,Assumption,11.702082206859632,0,1,0
23,57,Lake Superior St.,11.3483303153549,11,22,33
62,58,Yale,10.086762739492881,8,22,24
22,59,Stonehill,9.571622577912043,10,22,30
7,60,Ferris St.,8.873322433204407,8,27,24
27,61,St. Lawrence,7.288216012929526,7,25,21
3,62,Mercyhurst,7.149464644746714,6,28,18
60,63,Brown,6.374176273355309,5,24,15
18,64,Alas. Anchorage,4.547196149968427,5,27,15
35,65,Northern Mich.,4.298765535322359,3,29,9
