,Rank,Team,Index,Wins,Losses,Ties,Points
10,1,USA,100.0,6,0,0,18
4,2,Germany,50.213040619889355,4,2,0,12
2,3,Canada,49.37790849216225,3,1,0,9
0,4,Spain,45.603398663609426,4,2,0,12
7,5,Brazil,38.54682898700877,3,3,0,9
1,6,Japan,32.713200026060456,2,2,0,6
8,7,France,32.08982302697519,2,2,0,6
5,8,Australia,27.782404879031034,1,2,0,3
9,9,Colombia,13.550570162100488,1,3,0,3
11,10,Zambia,11.679410190456489,0,3,0,0
6,11,Nigeria,9.950420595565202,0,3,0,0
3,12,New Zealand,8.704610155807162,0,3,0,0
